"BIN Master Name","BIN Master Id","Area","Floor","BIN Type","Max Quantity","Stock","Type","Dynamic_Flag","Hazardous_Flag","Division","Material Name","Remarks"
"1005-0435","1-TM-BIN_MASTER-159","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1005-0441","1-TM-BIN_MASTER-160","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1005-0445","1-TM-BIN_MASTER-161","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1005-0451","1-TM-BIN_MASTER-162","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1005-0461","1-TM-BIN_MASTER-163","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1005-0465","1-TM-BIN_MASTER-164","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1005-0475","1-TM-BIN_MASTER-165","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1005-0481","1-TM-BIN_MASTER-166","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1005-0485","1-TM-BIN_MASTER-167","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1005-0495","1-TM-BIN_MASTER-168","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1005-5100","1-TM-BIN_MASTER-169","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1005-5191","1-TM-BIN_MASTER-170","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1005-5325","1-TM-BIN_MASTER-171","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1005-5347","1-TM-BIN_MASTER-172","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1005-5363","1-TM-BIN_MASTER-173","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1005-5391","1-TM-BIN_MASTER-174","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1005-Box)","1-TM-BIN_MASTER-175","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0100","1-TM-BIN_MASTER-176","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0111","1-TM-BIN_MASTER-177","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0113","1-TM-BIN_MASTER-178","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0115","1-TM-BIN_MASTER-179","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0117","1-TM-BIN_MASTER-180","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0123","1-TM-BIN_MASTER-181","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0133","1-TM-BIN_MASTER-182","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0135","1-TM-BIN_MASTER-183","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0137","1-TM-BIN_MASTER-184","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0151","1-TM-BIN_MASTER-185","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0153","1-TM-BIN_MASTER-186","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0155","1-TM-BIN_MASTER-187","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
