BIN Master Name,BIN Master Id,Area,Floor,BIN Type,Max Quantity,Stock,Type,Dynamic_Flag,Hazardous_Flag,Division,Material Name,Remarks
2004-0100,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0101,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0111,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0121,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0131,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0141,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0151,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0161,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0171,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0181,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0191,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0200,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0201,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0211,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0221,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0231,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0241,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0251,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0261,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0271,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0281,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0291,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0300,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0301,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0321,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0331,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0351,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0361,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0371,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0381,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0411,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0471,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0475,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-0491,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2004-4411,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0100,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0111,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0113,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0115,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0117,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0131,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0133,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0135,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0137,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0151,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0153,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0155,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0157,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0171,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0173,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0175,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0177,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0191,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0193,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0195,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0197,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0200,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0211,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0213,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0215,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0217,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0231,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0233,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0235,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0237,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0251,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0253,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0255,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0257,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0271,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0273,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0275,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0277,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0291,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0293,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0295,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0297,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0300,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0351,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0391,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0411,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0415,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0431,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0435,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0451,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0455,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0471,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0491,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2005-0495,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0123,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0400,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0401,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0405,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0411,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0415,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0425,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0431,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0451,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0461,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0465,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0475,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0481,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0485,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0491,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0495,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0531,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
2006-0545,,Spare Parts,First,Medium,999999,,Generic,,,1-J30J21,,
9999-9999,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
Accessories,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
BOX,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
BOX00001,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
BOX01,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
Consumables,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
EQTools,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
FLOOR,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
Floor Lower,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
FLOOR LWR,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
FLOOR LWR 1,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
FLOOR LWR 2,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
FLOOR TABLE,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
Gas,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
RACK 7,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
RACK-0233,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
RACK-0337,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
RACK04,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
RACK7,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
RACK8,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
RUNGTA,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
Show Room Display 002,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
Showroom,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
TABLE,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
TABLE 1,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
Tools Room,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
Tyres,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
UPPER,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
Upper Box,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
Upper Floor,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
UPPER FLOOR BOX,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
Upper Floor(Crtn),,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
UPPER RACK,,Spare Parts,Ground,Medium,999999,,Generic,,,1-J30J21,,
